USER,SCORE,ORIGINAL,CHECKED,SENT_SCORE,PN
doublesq,0.5,인기 많은 집이라 사람들이 몰리는 점 다 알고 오긴 했는데 그 많은 사람들을 직원분께서 통제하질 못하시네요 시스템 상 기다리는 사람이 너무 덥고 힘들 수밖에 없는 구조인 것 같아요 대기자를 수용할 수 있는 공간도 없고 그렇다고 밖에 나가서 기다리기엔 정말 더운 날씨임에도 직원 분께서는 계속 밖에 나가서 대기해주세요라는 말만 반복하시네요 기다리는 사람들 표정이나 속삭이는 말 들으니 저 뿐 아니라 모두가 불만을 갖고 있더군요 이런 시스템 상의 문제를 해결해주시면 훨씬 나은 환경이 될 수 있을 것 같아요,인기 많은 집이라 사람들이 몰리는 점 다 알고 오긴 했는데 그 많은 사람들을 직원분께서 통제하질 못하시네요 시스템 상 기다리는 사람이 너무 덥고 힘들 수밖에 없는 구조인 것 같아요 대기자를 수용할 수 있는 공간도 없고 그렇다고 밖에 나가서 기다리기엔 정말 더운 날씨임에도 직원분께서는 계속 밖에 나가서 대기해주세요라는 말만 반복하시네요 기다리는 사람들 표정이나 속삭이는 말 들으니 저 뿐 아니라 모두가 불만을 갖고 있더군요 이런 시스템 상의 문제를 해결해주시면 훨씬 나은 환경이 될 수 있을 것 같아요,-5,0
길산형아,5,너무맛잇어용,너무 맛있어요,1,1
띠드버거,4.5,달달 상큼 그 자체,달달 상큼 그 자체,0,1
때힁,5,회전이 너무 오래 걸리긴햇지만 맛잇어요,회전이 너무 오래 걸리긴 했지만 맛있어요,1,1
sn3****,5,아주 맛있어요 매주 먹지만 질리지도 않고 몸에도 미안하지 않는 건강한 맛이에요,아주 맛있어요 매주 먹지만 질리지도 않고 몸에도 미안하지 않는 건강한 맛이에요,0,1
khi****,5,아이스팩이 있어서 포장한지 30분이나 지났는데 매장에서 먹는 그대로 먹을 수 있어 좋았어요,아이스팩이 있어서 포장 한지 30분이나 지났는데 매장에서 먹는 그대로 먹을 수 있어 좋았어요,1,1
soh****,5,성수 헤이보울 요거트,성수 헤이 바울 요구르트,0,1
Jj,5,간편하고 맛있어요,간편하고 맛있어요,2,1
남탱,5,여기 그래놀라 진짜 대존맛 잊지못해 250g짜리 사버렸습니다 요거트랑 먹어도 맛있어요 또 사러갈게요 ,여기 그래놀라 진짜 대존맛 잊지 못해 250g짜리 사버렸습니다 요구르트랑 먹어도 맛있어요 또 사러 갈게요,0,1
kierstin1004,4.5,포장해서 먹었는데 상큼하고 맛있어요,포장해서 먹었는데 상큼하고 맛있어요,1,1
leereef,2.5,베이스도 토핑도 신맛이 강해서 끝까지 다먹기에 밸런스가 좋지는 않은 것 같음,베이스도 토핑도 신맛이 강해서 끝까지 다 먹기에 밸런스가 좋지는 않은 것 같음,1,0
채린,3.5,건강해지는 느낌이에용 ,건강해지는 느낌이에요,-1,0
tikitaka,5,미리 예약하고가서 기다리지 않고 받을수있었어용 포장해서 서울숲에서 먹었는데 시원하고 맛있더라구용 다른맛도 모두 먹어보고싶어요 ,미리 예약하고 가서 기다리지 않고 받을 수 있었어요 포장해서 서울숲에서 먹었는데 시원하고 맛있더라고요 다른 맛도 모두 먹어보고 싶어요,1,1
은체이,5,스무디볼 처음 먹어보는데 진쯔 너무 맛있어요 갠적으로는 옐로우 보울이 제일 대중적으로 맛있는 맛인듯,스무 대 볼 처음 먹어보는데 진즈 너무 맛있어요 개인적으로는 옐로 볼이 제일 대중적으로 맛있는 맛인 듯,2,1
coco,5,맛잇오요,맛있오요,1,1
딩동댕,5,스무디볼 존맛이에요옐로우 먹었는데 망고도 꽤 많고 그래놀라랑 코코넛 존맛,스무 대 볼 존 맛이에요 옐로 먹었는데 망고도 꽤 많고 그래놀라랑 코코넛 존맛,2,1
면이,5,좋아요 ,좋아요 ,1,1
happy훈,5,굿굿,굿굿,2,1
loveR,5,첫 주문이라 인기 많은 옐로우 보울로 테잌아웃했는데 제가 좋아하는 과일들만 있어서 맛있게 잘 먹었구요 출출할때 가볍게 먹기 좋은 양이에요,첫 주문이라 인기 많은 옐로 볼로 테이크아웃했는데 제가 좋아하는 과일들만 있어서 맛있게 잘 먹었고요 출출할 때 가볍게 먹기 좋은 양이에요,5,1
다혜,5,여기 최고에요  몇 달 동안 스무디볼이 너무너무 먹어보고 싶었는데 여기서 첨 먹었어용  최고  고소하고 담백하고 상큼하고 달달하고 온갖 맛이 다 납니당  집에서 2시간이나 걸리는 거리지만 또 갈 거에요  담엔 포장 말고 홀에서도 먹어보려구용  저 오래오래 갈 거니까 오래오래 번창해주세요 ,여기 최고예요  몇 달 동안 스무 대 볼이 너무너무 먹어보고 싶었는데 여기서 첨 먹었어요  최고  고소하고 담백하고 상큼하고 달달하고 온갖 맛이 다 납니다  집에서 2시간이나 걸리는 거리지만 또 갈 거예요  담엔 포장 말고 홀에서도 먹어보려고요  저 오래오래 갈 거니까 오래오래 번창해주세요 ,1,1
ㅇㅇ,4.5,아주 상큼하고 건강한 맛 공간도 넓어서 좋아요 ,아주 상큼하고 건강한 맛 공간도 넓어서 좋아요 ,1,1
할미새사촌,5,굿굿 시원하고 상틈해요,굿굿 시원하고 사이 틈 해요,2,1
김나불,5,분위기 너무 조아요,분위기 너무 좋아요,1,1
mintchoco,5,너무 맛있었어요 스무디 자체의 꾸덕한 느낌에 싱싱하고 다양한 토핑 씹는 맛도 있고 새콤 달달해서 좋았어요 그리고 직원분들도 친절하시고 내부도 넓어요 용기가져가시면 양도 넉넉히 담아주시고 십프로 할인해주세요,너무 맛있었어요 스무디 자체의 꾸덕꾸덕한 느낌에 싱싱하고 다양한 토핑 씹는 맛도 있고 새콤 달달해서 좋았어요 그리고 직원분들도 친절하시고 내부도 넓어요 용기 가져가시면 양도 넉넉히 담아주시고 십 프로 할인해주세요,5,1
Querencia,4.5,네이버예약 픽업가능해서 넘 편리하고 좋아요 맛도굿굿 재방문의사백만개 입니다,네이버 예약 픽업 가능해서 너무 편리하고 좋아요 맛도 굿굿 재방문의사백만 개입니다,4,1
ghfd3,5,건강하게 맛있어요,건강하게 맛있어요,1,1
kuj,5,이번에 또 재주문해요 헤이보울 그래놀라 진짜 진짜 진짜 맛있어요 오리지널 그래놀라랑 카카오 그래놀라 주문 했는데 그릭 요거트에다가 먹으니까 핵존맛 바삭바삭하고 건강한 단 맛이랄까 엄마도 여기 그래놀라가 제일 맛있다구 여러개 쟁여놓으라고 그러세요 다음에 친구들 선물해줄거예용 ,이번에 또 재주문해요 헤이 바울 그래놀라 진짜 진짜 진짜 맛있어요 오리지널 그래놀라랑 카카오 그래놀라 주문했는데 그릭 요구르트에다가 먹으니까 핵존맛 바삭바삭하고 건강한 단 맛이랄까 엄마도 여기 그래놀라가 제일 맛있다고 여러 개 쟁여놓으라고 그러세요 다음에 친구들 선물해줄 거예요,2,1
정연,5,굿 맛있어요 다음에는 다른 맛 먹을랴구염,굿 맛있어요 다음에는 다른 맛 먹을랴구염,2,1
par****,5,건강한느낌 맛있어요,건강한 느낌 맛있어요,1,1
유쁘,5,첫 방문이었는데 매우 만족스러웠어요 다른 메뉴들도 다 먹어보고싶어요D 헤이보울 옐로우보울 성수동,첫 방문이었는데 매우 만족스러웠어요 다른 메뉴들도 다 먹어보고 싶어요 D 헤이 바울 옐로 볼 성수동,1,1
fee****,4.5,헤이보울 간편식 다이어트식 스무디샐러드볼 그래놀라추가필수 양이적어도맛남 데코가예술 맛나요 식사량이 많으신분은 2차가 필수 ,헤이 바울 간편식 다이어트식 스무디 샐러드 볼 그래놀라 추가 필수 양이 적어도 맛남 데코가 예술 맛나요 식사량이 많으신 분은 2차가 필수 ,4,1
별명,3.5,아사이볼,아산이 볼,0,0
계란초밥,5,친절하고 맛있음,친절하고 맛있음,2,1
tgi1206,4.5,다이어트 할 때 딱 한끼로 먹기 좋아요,다이어트할 때 딱 한 끼로 먹기 좋아요,1,1
핑퐁,5,술먹고 속이 안좋았었는데 해장으로 정말 딱이네요 너무 맛있게 잘 먹었어요 다음에 또 주문해서 먹을게요 적게 일하시고 많이 버세요,술 먹고 속이 안 좋았었는데 해장으로 정말 딱이네요 너무 맛있게 잘 먹었어요 다음에 또 주문해서 먹을게요 적게 일하시고 많이 버세요,3,1
럽PD,5,여기가 존맛탱집이다 거부감없는 스무디 꾸덕꾸덕 26개월 아가도 너무 잘 먹어요 아이스크림이라고 엄마들 함께와서 아가들 아이스크림처럼 먹어도 괜춚할듯 합니다 퍼플이 제일 맛있떠요 건강하고 입도 즐겁고 맛있는 헤이보울 강력 추천합니다,여기가 존맛탱집이다 거부감 없는 스무디 꾸덕꾸덕 26개월 아가도 너무 잘 먹어요 아이스크림이라고 엄마들 함께 와서 아가들 아이스크림처럼 먹어도 괜찮을듯 합니다 퍼플이 제일 맛있떠요 건강하고 입도 즐겁고 맛있는 헤이 바울 강력 추천합니다,5,1
남탱,5,시원상큼 맛있게 잘 먹었어요 그래놀라 서비스도 감사합니다,시원 상큼 맛있게 잘 먹었어요 그래놀라 서비스도 감사합니다,3,1
우와짱,5,생긱보다 배불러요 이가 시러울 정도라 여름에 먹으면 딱입니다,생각보다 배불러요 이가 서러울 정도라 여름에 먹으면 딱입니다,0,1
안녕,5,포장도 꼼꼼하게 해주셔서 집에서도 매장에서 먹는 것처럼 맛있게 즐겼습니다 믿고 먹는 제 최애 헤이보울 감사합니다,포장도 꼼꼼하게 해주셔서 집에서도 매장에서 먹는 것처럼 맛있게 즐겼습니다 믿고 먹는 제 최애 헤이 바울 감사합니다,3,1
mus****,5,간단히 먹으려고 들어갔는데 양이 꽤 많아요,간단히 먹으려고 들어갔는데 양이 꽤 많아요,0,1
say****,5,다이어트식으로 최고,다이어트식으로 최고,1,1
의심많은자두,5,나의 최애 카페 ,나의 최애 카페 ,1,1
달지,5,분위기 좋고 공간이 넓어서 좋아요 ,분위기 좋고 공간이 넓어서 좋아요 ,2,1
swe****,5,카카오그래놀라 정말 고소하고 초코맛도 나면서 커피맛도 나는 것도 같고  최애 그래놀라입니당 일반 그래놀라랑 섞어서 요거트에 섞어먹으면 진짜 맛있어요  강추추,카카오 그래놀라 정말 고소하고 초코맛도 나면서 커피 맛도 나는 것도 같고  최애 그래 놀라입니다 일반 그래놀라랑 섞어서 요구르트에 섞어먹으면 진짜 맛있어요  강추추,3,1
서혜강,5,이번에는 핑크보울 먹었어용 오늘도 역시나 너무 맛있어서 두세개씩 사서 가고싶은데  한번에 다먹질못해서 아쉽네요 다음에 또가서 이번엔 신메뉴 나올거 먹을게영 오늘도 건강하게 잘먹었습니다 ,이번에는 핑크 볼 먹었어요 오늘도 역시나 너무 맛있어서 두세 개씩 사서 가고 싶은데  한 번에 다 먹질 못해서 아쉽네요 다음에 또 가서 이번엔 신메뉴 나올 거 먹을게요 오늘도 건강하게 잘 먹었습니다,1,1
beh****,5,밥보다 가볍고 상큼하면서 아이스크림보다 건강하고 샐러드보다 맛있고 고기없이 친환경적이고 아주 좋습니다,밥보다 가볍고 상큼하면서 아이스크림보다 건강하고 샐러드보다 맛있고 고기 없이 친환경적이고 아주 좋습니다,2,1
리본,5,맛있게 먹었어요 신선하기도 하고 더워지면 더 자주 찾을 거 같아요 그래놀라는 비교적 단 편이긴 해도 스무디가 적당히 달아서 괜찮아요,맛있게 먹었어요 신선하기도 하고 더워지면 더 자주 찾을 거 같아요 그래놀라는 비교적 단 편이긴 해도 스무디가 적당히 달아서 괜찮아요,4,1
다빈,5,픽업서비스도 너무 편하고 좋았어요 시간보다 조금 늦어졌는데도 보관도 잘해주시고 빠르게 준비해주셔서너무 감사했습니다 그리고 정말 정말 맛있었어요 다음번엔 매장에서 꼭 먹고싶어요,픽업 서비스도 너무 편하고 좋았어요 시간보다 조금 늦어졌는데도 보관도 잘해주시고 빠르게 준비해주셔서 너무 감사했습니다 그리고 정말 정말 맛있었어요 다음번엔 매장에서 꼭 먹고 싶어요,3,1
푸드헌터,5,그래놀라가 너무 맛있어서 집에서 먹을거와 선물용으로 샀어요 다음에 또 갈게요,그래놀라가 너무 맛있어서 집에서 먹을 거와 선물용으로 샀어요 다음에 또 갈게요,1,1
Remy,5,맛있게 먹었습니다 항상 감사합니다,맛있게 먹었습니다 항상 감사합니다,2,1
핑퐁,5,매장에서 보울 먹어보고 그래놀라가 너무 맛있어서 친구들 선물하려고 사봤어요 먹고나면 계속 생각나는 중독성 강한 꼬수한 맛이에요  다음엔 카카오 그래놀라 사봐야겠어요 잘먹을게요,매장에서 볼 먹어보고 그래놀라가 너무 맛있어서 친구들 선물하려고 사봤어요 먹고 나면 계속 생각나는 중독성 강한 고수한 맛이에요  다음엔 카카오 그래놀라 사봐야겠어요 잘 먹을게요,3,1
Haaaa,3.5,좋아요,좋아요,1,0
토미,5,재료도 너무 신선하고 맛있어요 그래놀라가 진짜 고소했습니당 완전 맛있었어요 다른 맛도 먹어보고 싶어요,재료도 너무 신선하고 맛있어요 그래놀라가 진짜 고소했습니다 정말 맛있었어요 다른 맛도 먹어보고 싶어요,3,1
Remy,5,맛있게 잘 먹었습니다,맛있게 잘 먹었습니다,2,1
서혜강,5,아주맛있었어용  해외여행에서 자주 먹어서 한국에서 찾고있었는데 드디어 찾았네용  다음주도 가서 먹을거에용 그리구 정성껏 만들어주셔서 더 맛있는거 같아용 잘먹었습니당 ,아주 맛있었어요  해외여행에서 자주 먹어서 한국에서 찾고 있었는데 드디어 찾았네요  다음 주도 가서 먹을 거에 용 그리고 정성껏 만들어주셔서 더 맛있는 거 같아요 잘 먹었습니다,5,1
s0e****,5,매장에서 먹어보고 넘 맛있어서 또 가야지 했는데 이벤트 한다길래 포장주문 해봤어요 바빠서 그런지 오래걸렸지만 맛은 역시 최고,매장에서 먹어보고 너무 맛있어서 또 가야지 했는데 이벤트 한다길래 포장 주문해봤어요 바빠서 그런지 오래 걸렸지만 맛은 역시 최고,2,1
팜팜,5,두번째 방문인데 이번엔 포장했어요 네이버 포장주문하니까 서비스도 주시고 이번에도 맛있게 잘 먹었습니다 또 방문할게요,두 번째 방문인데 이번엔 포장했어요 네이버 포장 주문하니까 서비스도 주시고 이번에도 맛있게 잘 먹었습니다 또 방문할게요,2,1
타니,5,헤이보울 진짜 너무 맛있게 잘 먹었습니다 저는 픽업해서 집에서 먹었는데 매장에서 먹어도 좋을 것 같아요 매장이 참 넓고 깨끗하더라구요 잘 먹었습니다,헤이 바울 진짜 너무 맛있게 잘 먹었습니다 저는 픽업해서 집에서 먹었는데 매장에서 먹어도 좋을 것 같아요 매장이 참 넓고 깨끗하더라고요 잘 먹었습니다,4,1
푸드헌터,5,웨이팅 없이 바로 받아갈 수 있어서 좋았어요 다음에 또 이용할게요,웨이팅 없이 바로 받아 갈 수 있어서 좋았어요 다음에 또 이용할게요,1,1
