USER,SCORE,REVIEW,MECAB,SENT_SCORE,SCALING,NEW_RATE
졔재제쟤,4,다이어트를 위한 곳인가 아닌가 헷갈리지만 과일이 참 맛있다 근데 배가 고픈걸보니 다이어트용일까 의문이 드는데 맛은 있어요,"다이어트,를,위한,곳,인가,아닌가,헷갈리,지만,과일,이,참,맛있,다,근데,배,가,고픈,걸,보,니,다이어트,용,일까,의문,이,드,는데,맛,은,있,어요",1,2.272727273,3.136363636
tiq****,4,처음 먹어본건데  상큼상큼하니 맛있고 보기에도예뻐서 잘 먹었습니다,"처음,먹,어,본,건데,상큼,상큼,하,니,맛있,고,보,기,에,도,예뻐서,잘,먹,었,습니다",5,3.181818182,3.590909091
ㅎㅎ,4,건강하고 맛있어요,"건강,하,고,맛있,어요",1,2.272727273,3.136363636
LSZIN,5,망고랑 청포도 많이 들어가있어요 그래놀라 는 추가해서 먹는게 좋을 것 같아요 건강한 한 끼로는 제격입니다,"망고,랑,청포도,많이,들어가,있,어요,그래놀라,는,추가,해서,먹,는,게,좋,을,것,같,아요,건강,한,한,끼,로,는,제격,입니다",2,2.5,3.75
꿈I,4.5,시원하고 맛있어요,"시원,하,고,맛있,어요",0,2.045454545,3.272727273
풀아래웃음짓는샘,5,완전 맛있고 친절하세요 4인 자리에 앉아계신 두분들이 아무도 안일어나서 한참 기다렸지만 근데 요거트볼 진짜 맛있어요 서울숲 오면 꼭 먹을 거 같아요,"정말,맛있,고,친절,하,세요,4,인,자리,에,앉,아,계신,두,분,들,이,아무,도,안,일어나,서,한참,기다렸,지만,근데,요거트,볼,진짜,맛있,어요,서울숲,오,면,꼭,먹,을,거,같,아요",2,2.5,3.75
Yunacorn52,5,둘이 먹으면 양이 딱 맞요,"둘,이,먹,으면,양,이,딱,맞이",0,2.045454545,3.522727273
뽀,5,히히 여긴 역시 존맛,"히히,여긴,역시,존맛",2,2.5,3.75
뽀,5,헤이보울 진짜 대존맛탱이에여,"헤이,바울,진짜,대존맛,탱이,에,여",1,2.272727273,3.636363636
Ren,5,굿굿,"굿,굿",2,2.5,3.75
대미,5,맛있지만 먹을수록 김치찌개 먹고 싶은 욕구 절실한 의 모습을 볼 수 있음,"맛있,지만,먹,을수록,김치찌개,먹,고,싶,은,욕구,절실,하,다,의,모습,을,볼,수,있,음",1,2.272727273,3.636363636
램프의요정,5,굿이요,"굿,이,요",1,2.272727273,3.636363636
mdj****,5,굿,굿,1,2.272727273,3.636363636
ddb****,5,좋아여,"좋,아요",1,2.272727273,3.636363636
남이,5,가게도 이쁘고 맛있어요,"가게,도,이쁘,고,맛있,어요",2,2.5,3.75
iam****,5,상콤하고 건강함이 느껴져요,"상큼,하,고,건강,함,이,느껴져요",1,2.272727273,3.636363636
3j,5,존맛,존맛,1,2.272727273,3.636363636
핑퐁,5,과일도 신선하고 안기다리고 바로 픽업해서 한강에서 먹었어요드라이아이스 포장해주셔서 안녹고 맛있게 잘 먹었어요,"과일,도,신선,하,고,안,기다리,고,바로,픽업,해서,한,강,에서,먹,었,어요,드라이아이스,포장,해,주,셔서,안,녹,고,맛있,게,잘,먹,었,어요",4,2.954545455,3.977272727
kho****,4,굿,굿,1,2.272727273,3.136363636
dls****,4,맛있음,"맛있,음",1,2.272727273,3.136363636
LSZIN,4,퍼플 맛있어요 젤라또 같이 꾸덕꾸덕한 퓨레같은데 빨리 먹어야 해요 오래되면 먹기 힘들어집니다,"퍼플,맛있,어요,젤라또,같이,꾸덕꾸덕,한,퓌레,같,은데,빨리,먹,어야,해요,오래,되,면,먹,기,힘들,어,집니다",1,2.272727273,3.136363636
bobby,5,매번 매장에서 먹다가 처음으로 포장주문을 했는데 친절하게 전화도 받아주시고 포장도 한시간 거리가 넘었는데도 안녹게 포장을 너무 잘해주셔서 맛있게 먹었습니다,"매번,매장,에서,먹,다가,처음,으로,포장,주문,을,했,는데,친절,하,게,전화,도,받,아,주,시,고,포장,도,한,시간,거리,가,넘,었,는데,도,안,녹,게,포장,을,너무,잘,해,주,셔서,맛있,게,먹,었,습니다",3,2.727272727,3.863636364
lhd****,5,맛있고 과일도 신선했어요,"맛있,고,과일,도,신선,했어요",2,2.5,3.75
stella,5,아 너무 좋아요 이런 곳 ,"아,너무,좋,아요,이런,곳",1,2.272727273,3.636363636
복댕이맘,5,건강한맛이에요,"건강한맛,이,에요",1,2.272727273,3.636363636
Ren,5,굿,굿,1,2.272727273,3.636363636
Ren,5,굿굿,"굿,굿",2,2.5,3.75
zzang,3,가격 대비 양이 적어요,"가격,대비,양,이,적,어요",0,2.045454545,2.522727273
빈둥이,4.5,깔끔하고 편리했어요 아사히볼 먹을땐 치아에 많이 낄수가 있으니 조심히 드세요,"깔끔,하,고,편리,했,어요,아사히,볼,먹,을,땐,치아,에,많이,낄,수,가,있,으니,조심히,드세요",3,2.727272727,3.613636364
공주,5,헤이보울 오랜만에 왓는데 달라진거없이좋아요,"헤이,바울,오랜만,에,왔,는데,달라진,거,없이,좋,아요",1,2.272727273,3.636363636
momo,2,가격이비싸용,"가격,이,비싸,요",-1,1.818181818,1.909090909
euuzido,5,맛있어요,"맛있,어요",1,2.272727273,3.636363636
햇쌀,4,굿,굿,1,2.272727273,3.136363636
fla****,4,퍼플 스무디볼 맛있어요 양은 많지 않은편이고 가볍게 먹기 좋네요,"퍼플,스무디,볼,맛있,어요,양,은,많,지,않,은,편,이,고,가볍,게,먹,기,좋,네요",4,2.954545455,3.477272727
난이,5,근데 새로나온 초코넛티 는 좀 에바에요 밑에 베이스가  당뇨와요 리얼 거의 누텔라렁 땅콩버터잼을 한가득 퍼서 먹는 느낌,"근데,새로,나온,초코,넛티,는,좀,에바,에,요,밑,에,베이스,가,당뇨,와,요,리얼,거의,누텔라,렁,땅콩버터,잼,을,한가득,퍼서,먹,는,느낌",1,2.272727273,3.636363636
띵똥,3,포장시 개별로 드러이아이스백 갯수별 각각구매해야햐요 1000원씩 주차도 힘들어요 맛은있어요,"포장,시,개별,로,드라이아이스,백,개,수별,각각,구매,해야,해요,1000,원,씩,주차,도,힘들,어요,맛,은,있,어요",-1,1.818181818,2.409090909
jane,5,너무 맛있어요 여름되면 웨이팅 각오해야하는 집,"너무,맛있,어요,여름,되,면,웨이팅,각오,해야,하,는,집",0,2.045454545,3.522727273
김준하,5,맛있음,"맛있,음",1,2.272727273,3.636363636
네네네 네네치킨,4,가볍고 상큼한 점심 즐기고 싶을 때 오면 좋아요,"가볍,고,상큼,한,점심,즐기,고,싶,을,때,오,면,좋,아요",4,2.954545455,3.477272727
Insoki,5,맛있음,"맛있,음",1,2.272727273,3.636363636
꺅,4,건강한 맛이에요,"건강한맛,이,에요",1,2.272727273,3.136363636
sisi,3,맛있지만 가격대비 엄 점심에 갔는데 종류가 많이 없었어요 ,"맛있,지만,가격,대비,엄,점심,에,갔,는데,종류,가,많이,없,었,어요",1,2.272727273,2.636363636
김민주,5,가격은 조금 비싸지만 맛있어요 특히 그래놀라 너무맛있어요 ,"가격,은,조금,비싸,지만,맛있,어요,특히,그래놀라,너무,맛있,어요",1,2.272727273,3.636363636
yr,5,굿,굿,1,2.272727273,3.636363636
여나,5,인테리어도 깔끔하고 메뉴도 깔끔해요 직원분들 친절하셨어요,"인테리어,도,깔끔,하,고,메뉴,도,깔끔,해요,직원,분,들,친절,하,셨,어요",3,2.727272727,3.863636364
baejy,5,비건언제나 줄을 서지만 귤맛이고 아가베시럽 변경 감사합니다,"비건,언제나,줄,을,서,지만,귤,맛,이,그,아가,베,시럽,변경,감사,합니다",1,2.272727273,3.636363636
송송이,5,정말 신선하고 매장도 생각보다 넓고 맛있어요,"정말,신선,하,고,매장,도,생각,보다,넓고,맛있,어요",3,2.727272727,3.863636364
닉네임,4.5,맛있어용 분위기가 좋아용,"맛있,어요,분위기,가,좋,아요",2,2.5,3.5
소은,3,음료맛은 별로에요 ,"음료,맛,은,별로,예,요",-1,1.818181818,2.409090909
음식에 진심인 편,5,정말 맛있습니다 꼭 가세요,"정말,맛있,습니다,꼭,가,세요",1,2.272727273,3.636363636
윤슬 Yoonseul,5,드디어 다녀왔네요 보울은 작지만 생각보다 배가 차는 양입니다 그린 먹었는데 케일바나사키위맛이 가장 주를 이루니 참고해서 메뉴 고르면 좋습니다,"드디어,다녀왔,네요,볼,은,작,지만,생각,보다,배,가,차,는,양,입니다,그린,먹,었,는데,케일,바나,사키,위,맛,이,가장,주,를,이루,니,참고,해서,메뉴,고르,면,좋,습니다",1,2.272727273,3.636363636
god****,3.5,아사히볼 가게가 많이 사라져서 아쉬웠는데 오랫만에 먹으니 좋네요,"아사히,볼,가게,가,많이,사라져서,아쉬웠,는데,오랜만,에,먹,으니,좋,네요",0,2.045454545,2.772727273
나는,4,사람이 많이오고 힘드셔서 그런지 응대 하는대에 있어 너무 무표정이셔서 주문하기 죄송스러웠습니다 스무디볼은 맛있었어요 초코넛티는 세 입까진 맛있는데 그 뒤론 조금 너끼한 느낌이 있습니당 느끼한 거 싫어하시는 분은 비추해용 하지만 포만감은 좋아요,"사람,이,많이,오,고,힘드,셔서,그런지,응대,하,는,데,에,있,어,너무,무표정,이,셔서,주문,하,기,죄송,스러웠,습니다,스무디,볼,은,맛있,었,어요,초코,넛티,는,세,입,까진,맛있,는데,그,뒤,론,조금,너,끼,한,느낌,이,있,습니다,느끼,한,거,싫,어,하,시,는,분,은,비추,해요,하지만,포만감,은,좋,아요",3,2.727272727,3.363636364
박숴,3.5,친구한테 추천받고 먹었어요 친구는 그린이랑 옐로우 추천했는데 초코너티가 맛있어보여서 그거로 먹었어요 친구가 시킨 그린 한입 먹어봤는데 되게 상큼하고 시원하고 건강하게 물지지 않는 맛이라서 좋았는데 초코너티는 처음엔 맛있었는데 엄청 되직해서 입이 좀 마르고 시원한 느낌도 없고 나중엔 좀 물려서 다 못먹었네요 아숩 다음번엔 옐로우 먹어보려구요,"친구,한테,추천,받,고,먹,었,어요,친구,는,그린,이랑,옐로,추천,했,는데,초코,너티,가,맛있,어,보여서,그거,로,먹,었,어요,친구,가,시킨,그린,한입,먹,어,봤,는데,되게,상큼,하,고,시원,하,고,건강,하,게,물리,지,않,는,맛,이,라서,좋,았,는데,초코,너티,는,처음,엔,맛있,었,는데,엄청,되직,해서,입,이,좀,마르,고,시원,한,느낌,도,없,고,나중,엔,좀,물려서,다,못,먹,었,네요,아습,다음,번,엔,옐로,먹,어,보,려고요",7,3.636363636,3.568181818
811****,4.5,맛있어요,"맛있,어요",1,2.272727273,3.386363636
neige,5,맛있어요,"맛있,어요",1,2.272727273,3.636363636
룰루랄라재윤군,5,신메뉴 초코넛티 먹었는데 양도 푸짐하고 적당한 달달함도 있어서 부담없이 점심을 즐길 수 있었습니다 매장 방문 처음인데 매장도 너무 깔끔하고 넓고 쾌적하네요,"신,메뉴,초코,넛티,먹,었,는데,양,도,푸짐,하,고,적당,한,달달,함,도,있,어서,부담,없이,점심,을,즐길,수,있,었,습니다,매장,방문,처음,인데,매장,도,너무,깔끔,하,고,넓고,쾌적,하,네요",6,3.409090909,4.204545455
푸른바다,5,지난번에 매장에서 스무디볼에 추가해서 먹었을 때 너무 맛있었어서 오늘은 대용량으로 샀습니다 너무 맛있어요,"지난번,에,매장,에서,스무디,볼,에,추가,해서,먹,었,을,때,너무,맛있,어서,오늘,은,대용량,으로,샀,습니다,너무,맛있,어요",2,2.5,3.75
ddb****,5,좋아요,"좋,아요",1,2.272727273,3.636363636
태현밥팅,4,맛있어요 또 오고 싶어요,"맛있,어요,또,오,고,싶,어요",1,2.272727273,3.136363636
태현밥팅,4,맛집이라해서 찿아 왔어요,"맛집,이,라,해서,찾,아,왔,어요",1,2.272727273,3.136363636
lls****,4.5,항상 잘먹고 있습니다 다만 개별 제품마다 냉동포장비용을 받으시던데 2개는 한포장으로 되더라구요 이럴경우에는 비용을 한번만 받아야 하지 않을까요,"항상,잘,먹,고,있,습니다,다만,개별,제품,마다,냉동,포장,비용,을,받,으시,던데,2,개,는,한,포장,으로,되,더라고요,이럴,경우,에,는,비용,을,한,번,만,받,아야,하,지,않,을까요",1,2.272727273,3.386363636
jor****,5,스무디보울 점심으로먹고 그래놀라가 너무 맛있어서 사왔어요 요즘 아침마다 그릭요거트에 그래놀라 넣어서 먹으니 든든하고 꿀맛입니당 스무디보울도 넘 맛나요 그래놀라는 추가해야 좀더 든든한 한끼가 될듯,"스무디,보율,점심,으로,먹,고,그래놀라,가,너무,맛있,어서,사,왔,어요,요즘,아침,마다,그,릭,요구르트,에,그래놀라,넣,어서,먹,으니,든든,하,고,꿀맛,입니다,스무디,바울,도,너무,맛나,요,그래놀라,는,추가,해야,좀,더,든든,한,한,끼,가,될,듯",5,3.181818182,4.090909091
비타민,5,맛있었어요  퍼플 옐로우에 그래놀라 추가했는데 카카오 그래놀라 맛있네요 양도 나름 많구 가격이 약간 비싼 편이긴 하지만 들어간 재료가 푸짐해서 만족합니다,"맛있,었,어요,퍼플,옐로,에,그래놀라,추가,했,는데,카카오,그래놀라,맛있,네요,양,도,나름,많,고,가격,이,약간,비싼,편,이,긴,하,지만,들어간,재료,가,푸짐,해서,만족,합니다",4,2.954545455,3.977272727
쮜넌,5,존맛,존맛,1,2.272727273,3.636363636
오늘날씨,5,인테리어 예쁨,"인테리어,예쁨",1,2.272727273,3.636363636
748****,5,좋아요,"좋,아요",1,2.272727273,3.636363636
뽀기뽀기,4.5,맛있어요,"맛있,어요",1,2.272727273,3.386363636
mar****,5,맛잇어요싱싱하고 배도든든하고 겨울에먹으면 약간춥긴햇는뎈 진짜맛잇어요,"맛있,어요,싱싱,하,고,배,도,든든,하,고,겨울,에,먹,으면,약간,춥,긴,했,는데,진짜,맛있,어요",3,2.727272727,3.863636364
물물,5,좋았어요,"좋,았,어요",1,2.272727273,3.636363636
보석이,4.5,맛있어요오오 아사이볼 너무 좋아하는데 적당히 달고 계절마다 과일이 바뀌어서 또 좋아요  가격이 좀 있는 편이긴 한데 그래도 다이어트 할때나 가벼운 한끼 먹고싶을때 강추입니다 ,"맛있,어요,오,오,아산,이,볼,너무,좋,아,하,는데,적당히,달고,계절,마다,과일,이,바뀌,어서,또,좋,아요,가격,이,좀,있,는,편,이,긴,한데,그래도,다이어트,할,때,나,가벼운,한,끼,먹,고,싶,을,때,강추,입니다",5,3.181818182,3.840909091
나영,5,퍼플이 맛있고 그레놀라가 다 먹을때까지 안눅눅해지고 식감이 좋다,"퍼플,이,맛있,고,그레,놀라,가,다,먹,을,때,까지,안,눅눅,해,지,고,식감,이,좋,다",1,2.272727273,3.636363636
김준하,5,맛있음,"맛있,음",1,2.272727273,3.636363636
할미새사촌,3,디저트로 먹기 조아요 식사로 먹음 배고픕니당,"디저트,로,먹,기,좋,아요,식사,로,먹,음,배,고,픕니다",1,2.272727273,2.636363636
윤세희,3.5,배고파야 근데 마시뇨요 식사 대용으로 막음 좀 바고파요,"배고파,야,근데,마시,노,요,식사,대용,으로,막,음,좀,바,고파요",0,2.045454545,2.772727273
hyun,3.5,가게 예쁘고 좋아요 근데 소리가 너무 울림 ,"가게,예쁘,고,좋,아요,근데,소리,가,너무,울림",2,2.5,3
들쑥날쑥,5,너무 시어,"너무,시어",-1,1.818181818,3.409090909
lnh****,5,맛있어요 ,"맛있,어요",1,2.272727273,3.636363636
후훗,5,새콤달콤 과일이랑 그래놀라 가득한 건강한 식사로 추천합니다,"새콤달콤,과일,이랑,그래놀라,가득,한,건강,한,식사,로,추천,합니다",3,2.727272727,3.863636364
주신아,4.5,개인적으로 너무 단 거 빼고는 정말 맛있어요 그리고 아몬드 버터 꼭 추가하기,"개인,적,으로,너무,단,거,빼,고,는,정말,맛있,어요,그리고,아몬드,버터,꼭,추가,하,기",1,2.272727273,3.386363636
Claire,5,오랜만에 갔는데 픽업하기에도 좋았고 맛은 여전히 좋네요 ,"오랜만,에,갔,는데,픽업,하,기,에,도,좋,았,고,맛,은,여전히,좋,네요",2,2.5,3.75
미니미,2,과일 퀄리티가 별로에요,"과일,퀄리티,가,별로,예,요",-1,1.818181818,1.909090909
꾸우,5,아직 먹기 전인데 기대됩니다,"아직,먹,기,전,인데,기대,됩니다",1,2.272727273,3.636363636
김은진,5,요청시간에 맞게 준비해주시고 포장이 아주 깔끔해서 차에서 먹기도 좋았어요,"요청,시간,에,맞,게,준비,해,주,시,고,포장,이,아주,깔끔,해서,차,에서,먹,기,도,좋,았,어요",1,2.272727273,3.636363636
위니,4.5,맛있어요  근데 가격이 ,"맛있,어요,근데,가격,이",1,2.272727273,3.386363636
조민영,5,맛있고 깔끔해요,"맛있,고,깔끔,해요",2,2.5,3.75
김지니,5,딸기치케보울 아사이보울 네이버주문하여 방문포장으로 주문했습니당 주문 기다리는 동안은 가게 앞에 주차가능하고 주문하자마자 바로 만들어주시 는 샐러드볼 집까지 차로 거의 1시간 걸렸는데 녹지않았고 너모맛있게 잘먹었습니다 보울 하나 두명이서 먹기에 딱조아요 딸기치즈케익 보울은 달 달하면서 치즈랑 딸기랑 잘어우러지는 맛이고 아사이볼은 과일이 좀더 다양하고 상큼한 맛이에여 너모너모 맛있어욤,"딸,기치,케,보,울,아사,이,고,울,네이버,주문,하,여,방문,포장,으로,주문,했,습니다,주문,기다리,는,동안,은,가게,앞,에,주차가능,하,고,주문,하,자마자,바로,만들,어,주,시,는,샐러드,볼,집,까지,차,로,거의,1,시간,걸렸,는데,녹,지,않,았,고,너모,맛있,게,잘,먹,었,습니다,볼,하나,두,명,이,서,먹,기,에,딱,좋,아요,딸기,치즈,케이크,볼,은,달,달하,면서,치즈,랑,딸기,랑,잘,어우러지,는,맛,이,고,아산,이,볼,은,과일,이,좀,더,다양,하,고,상큼,한,맛,이,에요,너모,너모,맛있,어요",9,4.090909091,4.545454545
